CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
3563,100260164202400002,202400002,2024-10-23,1479,164,1,2,2,15,6,122,2024-10-17 16:37:51,2024-10-17 20:34:51,2024-10-19 07:25:51,13.376788,77.122619,Complainant reported being cheated of money through false promises near Iyer Path.
3564,100030026202500009,202500009,2025-09-02,1264,26,1,1,13,67,6,118,2025-08-29 13:35:04,2025-08-29 16:20:04,2025-08-29 19:57:04,15.878995,74.454917,Police seized illegal liquor from the accused near Raval.
3565,800110072202400001,202400001,2024-07-18,2927,72,4,2,3,19,3,18,2024-07-12 21:09:51,2024-07-12 21:16:51,2024-07-16 07:33:51,12.852658,74.869121,Complainant reported the suspicious death of the victim linked to dowry harassment at Kaul Zila.
3566,100140093202600012,202600012,2026-05-03,152,93,1,2,12,63,5,24,2026-05-02 17:46:52,2026-05-02 20:55:52,2026-05-03 00:29:52,15.408489,75.622129,Complainant reported being threatened by the accused near Tata Marg.
3567,100130089202500003,202500003,2025-07-25,155,89,1,2,6,36,3,108,2025-07-21 11:57:39,2025-07-21 16:56:39,2025-07-22 00:29:39,15.454424,75.014174,Complainant reported forged documents being used by the accused.
3568,100030017202500004,202500004,2025-02-17,1101,17,1,2,9,52,6,101,2025-02-11 13:08:45,2025-02-11 19:19:45,2025-02-11 21:10:45,15.854582,74.475344,Complainant reported an incident related to terrorism-related offences near Parekh Marg.
3569,100140093202200006,202200006,2022-03-15,3019,93,1,1,4,28,6,123,2022-03-10 08:52:10,2022-03-10 13:05:10,2022-03-10 15:17:10,15.412379,75.625211,Complainant reported an offence involving a minor near Ravel Chowk.
3570,100250158202600004,202600004,2026-10-28,2096,158,1,2,4,26,5,103,2026-10-23 18:53:43,2026-10-24 01:28:43,2026-10-28 11:01:43,13.982997,75.582493,Complainant reported an offence involving a minor near Vaidya Chowk.
3571,100290186202300008,202300008,2023-05-16,253,186,1,1,6,38,2,50,2023-05-11 14:05:35,2023-05-11 19:44:35,2023-05-12 00:54:35,16.848809,75.703026,Complainant reported an incident related to money laundering near Din Road.
3572,100040030202500006,202500006,2025-05-20,1204,30,1,1,6,35,1,36,2025-05-19 15:56:45,2025-05-19 22:25:45,2025-05-20 04:54:45,13.25454,77.553717,Complainant reported an incident related to criminal breach of trust near Chokshi Chowk.
3573,100010001202400007,202400007,2024-03-27,2586,1,1,2,3,23,6,2,2024-03-23 14:28:51,2024-03-23 22:10:51,2024-03-24 01:14:51,16.180459,75.737476,Complainant reported an incident related to acid attack near Krishna Zila.
3574,800060046202300001,202300001,2023-04-08,1620,46,4,1,3,18,6,57,2023-04-05 15:52:27,2023-04-05 21:56:27,2023-04-08 14:33:27,17.903545,77.554925,Complainant reported being harassed by the accused near Tank Chowk.
3575,100300189202600004,202600004,2026-03-31,2411,189,1,2,3,19,2,98,2026-03-23 20:44:34,2026-03-24 03:47:34,2026-03-24 20:18:34,16.737299,77.145204,Complainant reported the suspicious death of the victim linked to dowry harassment at Desai Ganj.
3576,100220136202200013,202200013,2022-05-04,820,136,1,2,13,69,6,88,2022-04-30 13:04:40,2022-04-30 20:30:40,2022-04-30 21:18:40,12.343893,76.655271,Complainant reported an incident related to prohibition act violations near Chaudhary Nagar.
3577,100170114202500005,202500005,2025-08-07,37,114,1,2,11,61,2,21,2025-08-04 18:39:10,2025-08-04 23:29:10,2025-08-05 01:27:10,17.302727,76.84607,Complainant reported an incident related to neglect of senior citizens near Bir Nagar.
3578,100090063202200006,202200006,2022-09-14,2672,63,1,2,3,22,5,103,2022-09-05 12:40:20,2022-09-05 16:33:20,2022-09-05 22:23:20,13.331246,75.752554,Complainant reported being repeatedly followed and harassed by the accused near Bala Chowk.
3579,300210135202400002,202400002,2024-10-20,1650,135,2,2,10,55,5,72,2024-10-17 18:06:11,2024-10-18 00:14:11,2024-10-18 03:33:11,12.494535,76.915497,Complainant reported an incident related to hit and run near Raja Street.
3580,100300190202300007,202300007,2023-09-06,2434,190,1,2,13,67,2,17,2023-09-03 16:57:12,2023-09-03 18:21:12,2023-09-03 21:03:12,16.806439,77.101838,Police seized illegal liquor from the accused near Narain.
3581,100150095202400012,202400012,2024-03-08,245,95,1,1,9,51,6,76,2024-03-07 14:27:01,2024-03-07 15:58:01,2024-03-07 17:57:01,13.003096,76.121318,Complainant reported an incident related to unlawful activities near Mitter Street.
3582,100310191202600009,202600009,2026-06-22,126,191,1,2,1,4,1,70,2026-06-15 00:58:31,2026-06-15 05:07:31,2026-06-15 06:04:31,15.228227,76.38062,Complainant reported being assaulted and sustaining injuries during an altercation near Char.
3583,100260162202400002,202400002,2024-05-10,2696,162,1,2,3,17,2,83,2024-05-07 22:44:37,2024-05-08 04:40:37,2024-05-10 05:07:37,13.291076,77.079839,Complainant reported a sexual assault by the accused near Venkatesh Zila.
3584,100070050202200006,202200006,2022-12-12,36,50,1,2,4,24,6,134,2022-12-11 08:04:48,2022-12-11 11:37:48,2022-12-11 23:17:48,11.943694,76.970023,Complainant reported an offence involving a minor near Shukla Chowk.
3585,100260165202400002,202400002,2024-08-09,106,165,1,2,5,29,2,36,2024-08-06 09:15:54,2024-08-06 15:47:54,2024-08-06 16:08:54,13.384279,77.112796,Complainant reported a violent disturbance involving multiple persons near Memon Ganj.
3586,100170112202600004,202600004,2026-11-20,1359,112,1,2,4,25,1,17,2026-11-19 10:59:26,2026-11-19 17:53:26,2026-11-20 13:39:26,17.330633,76.844695,Complainant reported an incident related to pocso offences near Swaminathan Chowk.
3587,100040028202600002,202600002,2026-07-01,2040,28,1,2,10,58,1,122,2026-06-27 13:00:39,2026-06-27 16:56:39,2026-06-27 20:01:39,13.205377,77.536424,Case registered against the accused for a traffic-related violation near Lal Circle.
3588,100070047202600007,202600007,2026-03-15,2679,47,1,2,12,62,2,63,2026-03-10 15:22:38,2026-03-10 21:09:38,2026-03-11 03:34:38,11.967388,76.990471,Complainant reported defamatory statements made by the accused.
3589,300310195202500002,202500002,2025-09-07,2044,195,2,2,14,71,2,23,2025-09-03 13:48:33,2025-09-03 20:28:33,2025-09-04 14:22:33,15.230851,76.421361,Case registered against the accused for a traffic-related violation near Badami Circle.
3590,800210130202500001,202500001,2025-05-25,2050,130,4,1,3,20,3,92,2025-05-18 21:26:51,2025-05-19 01:38:51,2025-05-21 18:32:51,12.549014,76.896055,Complainant reported facing cruelty from family members at Sani Nagar.
3591,100220142202500010,202500010,2025-02-23,1380,142,1,2,2,11,6,27,2025-02-17 11:14:51,2025-02-17 18:44:51,2025-02-17 20:51:51,12.292113,76.664875,Complainant reported an armed group robbery at Rajagopal Zila.
3592,100100066202300004,202300004,2023-12-14,2913,66,1,1,11,59,2,9,2023-12-06 09:38:19,2023-12-06 10:46:19,2023-12-06 12:43:19,14.24301,76.41312,"Complainant, a senior citizen, reported an incident involving the accused at Murty Chowk."
3593,100030018202300006,202300006,2023-08-24,587,18,1,2,1,2,2,103,2023-08-18 21:06:26,2023-08-18 23:47:26,2023-08-19 01:09:26,15.872657,74.520566,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Savant Marg.
3594,100050039202600010,202600010,2026-02-16,92,39,1,2,12,64,1,36,2026-02-13 14:53:20,2026-02-13 19:31:20,2026-02-13 23:30:20,12.984909,77.636393,Complainant reported unauthorized entry into their property at Banik Chowk.
3595,100130085202400011,202400011,2024-10-19,1218,85,1,2,5,33,2,60,2024-10-14 10:52:29,2024-10-14 14:22:29,2024-10-14 16:28:29,15.485105,75.036636,Complainant reported an incident related to communal violence near Goel Nagar.
3596,100030021202300004,202300004,2023-11-03,2664,21,1,2,11,61,2,21,2023-10-28 14:12:21,2023-10-28 15:48:21,2023-10-28 17:10:21,15.800423,74.481496,Complainant reported an incident related to neglect of senior citizens near Mitter Circle.
3597,100160105202500004,202500004,2025-10-11,96,105,1,2,11,61,2,121,2025-10-05 17:29:40,2025-10-05 18:41:40,2025-10-05 22:29:40,14.748921,75.372405,Complainant reported an incident related to neglect of senior citizens near Swamy Street.
3598,100020015202500001,202500001,2025-12-18,895,15,1,1,4,28,3,105,2025-12-12 13:03:28,2025-12-12 18:07:28,2025-12-12 20:18:28,15.092882,76.899992,Complainant reported an offence involving a minor near Desai Marg.
3599,100090059202300002,202300002,2023-05-13,3016,59,1,2,7,45,6,105,2023-05-12 15:00:25,2023-05-12 21:33:25,2023-05-12 21:44:25,13.335854,75.722711,Complainant reported an incident related to social media impersonation near Ramachandran Road.
3600,100010001202400008,202400008,2024-11-22,1778,1,1,1,6,37,3,65,2024-11-19 09:46:47,2024-11-19 11:21:47,2024-11-19 15:54:47,16.223299,75.688385,Complainant reported an incident related to counterfeiting near Choudhary Chowk.
3601,100050032202600005,202600005,2026-08-02,2822,32,1,2,7,42,1,72,2026-07-28 17:05:31,2026-07-28 23:03:31,2026-07-29 02:31:31,12.970808,77.625031,Complainant reported an incident related to hacking near Swaminathan.
3602,100160103202300003,202300003,2023-02-21,1930,103,1,2,10,57,6,9,2023-02-20 02:00:16,2023-02-20 04:30:16,2023-02-20 18:58:16,14.776977,75.392383,Complainant reported theft of personal property from Zacharia Circle.
3603,100250155202600002,202600002,2026-09-25,631,155,1,1,12,65,1,22,2026-09-21 13:41:51,2026-09-21 19:43:51,2026-09-21 23:20:51,13.926745,75.587093,Complainant reported an incident related to offences against public servants near Singhal.
3604,100310192202400003,202400003,2024-04-26,713,192,1,2,9,50,6,107,2024-04-22 16:35:55,2024-04-22 17:08:55,2024-04-22 21:31:55,15.286419,76.416896,Case registered against the accused for activities against public order.
3605,100010002202300004,202300004,2023-09-17,127,2,1,2,3,20,6,42,2023-09-16 22:36:40,2023-09-17 04:18:40,2023-09-17 08:17:40,16.156739,75.751415,Complainant reported facing cruelty from family members at Bhalla Circle.
3606,800230148202400001,202400001,2024-10-05,258,148,4,2,3,19,2,87,2024-10-02 20:51:34,2024-10-02 23:22:34,2024-10-03 01:15:34,16.230165,77.338724,Complainant reported the suspicious death of the victim linked to dowry harassment at Lall Marg.
3607,100220142202500011,202500011,2025-11-10,1479,142,1,2,7,43,6,75,2025-11-07 03:28:04,2025-11-07 10:37:04,2025-11-08 12:06:04,12.287292,76.665407,Complainant reported being repeatedly followed and harassed by the accused near Purohit Chowk.
3608,100310195202500003,202500003,2025-07-25,3194,195,1,2,7,42,3,131,2025-07-19 13:46:29,2025-07-19 17:20:29,2025-07-19 18:59:29,15.241778,76.421736,Complainant reported an incident related to hacking near Pandit.
3609,100280173202200003,202200003,2022-09-16,2398,173,1,2,8,47,4,4,2022-09-15 14:16:12,2022-09-15 15:31:12,2022-09-16 13:10:12,14.817342,74.722936,Police recovered narcotic substances from the accused during a check near Nagi Road.
3610,100190121202600011,202600011,2026-07-01,871,121,1,2,1,2,1,10,2026-06-26 19:01:28,2026-06-27 01:14:28,2026-06-27 01:44:28,13.13114,78.075428,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Bala Nagar.
3611,100130084202600005,202600005,2026-11-30,2580,84,1,2,1,8,1,129,2026-11-24 01:56:38,2026-11-24 06:09:38,2026-11-24 06:19:38,15.480852,75.043563,Complainant reported an incident related to assault near Bath.
3612,100230146202300009,202300009,2023-10-10,907,146,1,1,11,59,2,3,2023-10-06 18:48:57,2023-10-07 01:21:57,2023-10-07 05:05:57,16.239701,77.411925,"Complainant, a senior citizen, reported an incident involving the accused at Peri Street."
3613,100090062202400007,202400007,2024-12-07,3175,62,1,1,11,59,4,42,2024-12-02 11:45:56,2024-12-02 12:08:56,2024-12-02 13:01:56,13.299201,75.770049,"Complainant, a senior citizen, reported an incident involving the accused at Bala Path."
3614,100040028202200003,202200003,2022-11-07,858,28,1,2,8,47,4,19,2022-11-01 14:52:20,2022-11-01 18:15:20,2022-11-02 04:39:20,13.203778,77.557457,Police recovered narcotic substances from the accused during a check near Rai Path.
3615,100290182202500002,202500002,2025-08-10,1934,182,1,1,14,72,3,118,2025-08-06 16:12:18,2025-08-06 20:27:18,2025-08-06 21:33:18,16.858155,75.7238,Complainant reported victims being held in bonded labour conditions at Sangha Zila.
3616,800030018202300002,202300002,2023-05-30,587,18,4,2,9,53,6,21,2023-05-30 08:23:25,2023-05-30 14:38:25,2023-05-30 17:06:25,15.874596,74.52579,Complainant reported an incident related to waging war against the state near Parikh Path.
3617,100220140202500004,202500004,2025-02-15,241,140,1,1,1,6,5,140,2025-02-14 09:57:58,2025-02-14 17:08:58,2025-02-14 18:22:58,12.280173,76.643429,Complainant reported that the victim was forcibly taken away by the accused from Panchal Marg.
3618,100280172202500004,202500004,2025-12-11,2407,172,1,2,8,49,5,110,2025-12-05 17:11:32,2025-12-05 22:17:32,2025-12-06 04:23:32,14.778162,74.707256,Police recovered narcotic substances from the accused during a check near Konda Nagar.
3619,100250158202600005,202600005,2026-07-03,1340,158,1,1,4,28,1,9,2026-07-01 14:05:46,2026-07-01 17:32:46,2026-07-01 18:47:46,13.965369,75.579906,Complainant reported an offence involving a minor near Keer Ganj.
3620,400280175202500001,202500001,2025-01-28,783,175,3,2,12,62,5,124,2025-01-20 09:29:27,2025-01-20 13:25:27,2025-01-20 13:50:27,14.782281,74.652133,Complainant reported defamatory statements made by the accused.
3621,100290186202200005,202200005,2022-12-02,2816,186,1,2,11,60,6,82,2022-11-29 20:27:10,2022-11-29 21:19:10,2022-11-30 12:46:10,16.856361,75.665714,Complainant reported being defrauded of money through a fraudulent scheme reported from Mody Zila.
3622,100170112202400003,202400003,2024-01-03,2199,112,1,2,1,2,6,117,2023-12-27 23:20:07,2023-12-28 00:17:07,2023-12-28 01:11:07,17.329981,76.840165,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Nazareth Zila.
3623,100090063202200007,202200007,2022-02-02,2540,63,1,2,11,60,5,132,2022-01-26 03:00:59,2022-01-26 10:18:59,2022-01-26 15:54:59,13.327898,75.777467,Complainant reported being defrauded of money through a fraudulent scheme reported from Bahri Street.
3624,100280180202200007,202200007,2022-08-07,532,180,1,2,11,60,4,37,2022-08-01 09:15:12,2022-08-01 11:59:12,2022-08-02 06:32:12,14.764191,74.674055,Complainant reported being defrauded of money through a fraudulent scheme reported from Nanda Circle.
3625,100030019202500012,202500012,2025-10-25,1813,19,1,1,6,38,4,38,2025-10-19 17:24:53,2025-10-19 23:14:53,2025-10-20 02:44:53,15.807044,74.479422,Complainant reported an incident related to money laundering near Sharma Nagar.
3626,100310192202300004,202300004,2023-07-09,872,192,1,2,1,7,6,72,2023-07-06 16:48:40,2023-07-07 00:06:40,2023-07-07 06:17:40,15.262767,76.357349,Complainant reported an incident related to abduction near Varma Marg.
3627,800210130202400001,202400001,2024-12-06,1314,130,4,1,2,10,6,92,2024-11-29 21:16:22,2024-11-30 00:00:22,2024-11-30 01:24:22,12.551146,76.939945,Complainant reported being robbed by unknown persons near Loke Marg.
3628,100210129202300006,202300006,2023-03-20,2838,129,1,2,5,30,2,70,2023-03-13 10:29:32,2023-03-13 16:07:32,2023-03-13 21:42:32,12.563297,76.896328,Complainant reported an incident related to unlawful assembly near Singh Nagar.
3629,100230145202200001,202200001,2022-12-07,1738,145,1,2,1,2,2,123,2022-11-30 22:47:02,2022-12-01 02:49:02,2022-12-01 03:17:02,16.212965,77.361729,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Bains.
3630,100280176202500007,202500007,2025-11-10,2943,176,1,1,10,56,5,84,2025-11-06 14:23:20,2025-11-06 17:57:20,2025-11-06 19:43:20,14.757119,74.742581,Complainant reported an incident caused by rash or negligent driving near Purohit Path.
3631,100030019202200006,202200006,2022-06-04,2432,19,1,1,13,66,3,120,2022-06-01 10:09:43,2022-06-01 17:59:43,2022-06-02 02:34:43,15.839179,74.506147,Police recovered illegal firearms from the accused near Ramakrishnan.
3632,100130087202400008,202400008,2024-01-30,2836,87,1,2,5,30,6,81,2024-01-27 17:59:19,2024-01-27 21:59:19,2024-01-28 00:57:19,15.455284,75.038208,Complainant reported an incident related to unlawful assembly near Chaudhari Path.
3633,100190124202200008,202200008,2022-01-04,344,124,1,1,1,2,6,95,2021-12-31 01:51:17,2021-12-31 07:10:17,2021-12-31 07:40:17,13.113856,78.088683,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Chaudhry Chowk.
3634,100030016202300005,202300005,2023-01-14,1235,16,1,2,1,1,6,90,2023-01-06 01:45:53,2023-01-06 03:45:53,2023-01-06 04:26:53,15.814433,74.478565,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Nayar Ganj.
3635,100040027202400004,202400004,2024-10-16,1082,27,1,2,11,61,2,140,2024-10-10 12:01:59,2024-10-10 16:12:59,2024-10-10 18:19:59,13.190991,77.608584,Complainant reported an incident related to neglect of senior citizens near Thakkar Chowk.
3636,100170115202200004,202200004,2022-06-10,1217,115,1,2,7,41,1,29,2022-06-01 23:35:29,2022-06-01 23:53:29,2022-06-02 04:14:29,17.318099,76.829491,Complainant reported theft of personal property from Ganesan Path.
3637,100190124202300008,202300008,2023-01-10,1654,124,1,2,14,73,6,63,2023-01-05 13:56:56,2023-01-05 21:37:56,2023-01-06 18:19:56,13.122172,78.083929,Case registered against the accused for a traffic-related violation near Mistry.
3638,100260165202200002,202200002,2022-01-18,2558,165,1,1,11,60,6,136,2022-01-10 20:07:08,2022-01-11 03:54:08,2022-01-11 16:11:08,13.315397,77.146812,Complainant reported being defrauded of money through a fraudulent scheme reported from Sarin Path.
3639,100110074202300001,202300001,2023-07-19,607,74,1,2,1,6,3,96,2023-07-16 11:41:04,2023-07-16 16:41:04,2023-07-16 17:35:04,12.860725,74.838845,Complainant reported that the victim was forcibly taken away by the accused from Taneja Ganj.
3640,100120082202300007,202300007,2023-10-20,2046,82,1,2,1,3,6,80,2023-10-14 22:05:14,2023-10-15 02:29:14,2023-10-15 03:38:14,14.480727,75.925964,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Wason Zila.
3641,100010007202500001,202500001,2025-01-22,78,7,1,1,9,51,2,132,2025-01-17 11:34:20,2025-01-17 15:32:20,2025-01-17 20:05:20,16.150084,75.698953,Complainant reported an incident related to unlawful activities near Mani Ganj.
3642,100280181202400002,202400002,2024-11-13,2491,181,1,1,7,42,2,113,2024-11-06 08:26:57,2024-11-06 10:29:57,2024-11-06 14:15:57,14.829293,74.643957,Complainant reported an incident related to hacking near Batta Road.
3643,100050031202300004,202300004,2023-10-25,1799,31,1,2,8,47,4,38,2023-10-17 15:59:16,2023-10-17 22:26:16,2023-10-18 10:11:16,12.959079,77.63743,Police recovered narcotic substances from the accused during a check near Ratti Road.
3644,100120082202400006,202400006,2024-10-20,2007,82,1,2,14,70,4,131,2024-10-17 17:33:11,2024-10-18 00:37:11,2024-10-19 06:42:11,14.483386,75.935712,Case registered against the accused for a traffic-related violation near Chanda Ganj.
3645,100210135202600014,202600014,2026-09-23,1896,135,1,2,3,19,1,45,2026-09-20 21:22:18,2026-09-21 05:22:18,2026-09-21 15:03:18,12.52839,76.936566,Complainant reported the suspicious death of the victim linked to dowry harassment at Chandran.
3646,100250159202500008,202500008,2025-04-11,1415,159,1,2,10,55,2,59,2025-04-09 09:23:38,2025-04-09 14:28:38,2025-04-09 18:31:38,13.940628,75.594548,Complainant reported an incident related to hit and run near Nayar.
3647,100050032202300007,202300007,2023-09-02,425,32,1,2,9,51,4,127,2023-08-26 13:23:16,2023-08-26 18:06:16,2023-08-26 19:57:16,12.924221,77.590595,Complainant reported an incident related to unlawful activities near Bhavsar Road.
3648,100080056202500005,202500005,2025-09-22,187,56,1,2,6,34,4,117,2025-09-19 13:56:30,2025-09-19 14:52:30,2025-09-21 00:34:30,13.414524,77.743975,Complainant reported being cheated of money through false promises near Wali.
3649,100220137202400002,202400002,2024-10-30,2210,137,1,2,9,53,6,92,2024-10-29 17:30:16,2024-10-29 23:15:16,2024-10-30 05:11:16,12.309058,76.699356,Complainant reported an incident related to waging war against the state near Sane Chowk.
3650,100190124202400005,202400005,2024-10-23,1940,124,1,1,1,7,2,50,2024-10-15 17:24:14,2024-10-16 00:39:14,2024-10-16 02:56:14,13.127197,78.102685,Complainant reported an incident related to abduction near Palan Ganj.
3651,100090058202500004,202500004,2025-07-09,359,58,1,2,1,5,6,72,2025-07-06 19:30:01,2025-07-06 23:21:01,2025-07-07 00:24:01,13.312834,75.732308,Complainant reported being assaulted and sustaining injuries during an altercation near Mittal Zila.
3652,300020014202400003,202400003,2024-01-13,1405,14,2,2,9,51,2,128,2024-01-07 16:46:05,2024-01-07 20:53:05,2024-01-08 02:10:05,15.143934,76.95334,Complainant reported an incident related to unlawful activities near Mital Circle.
3653,100250158202400002,202400002,2024-11-02,2286,158,1,2,3,17,2,123,2024-10-30 19:00:44,2024-10-30 22:29:44,2024-10-31 11:13:44,13.924692,75.563757,Complainant reported a sexual assault by the accused near Zacharia Marg.
3654,100280175202200002,202200002,2022-02-14,1203,175,1,2,12,62,5,38,2022-02-08 18:17:22,2022-02-08 21:47:22,2022-02-09 00:17:22,14.795667,74.661346,Complainant reported defamatory statements made by the accused.
3655,100200127202600003,202600003,2026-08-27,501,127,1,1,14,71,1,131,2026-08-24 13:52:26,2026-08-24 21:38:26,2026-08-25 14:07:26,15.301305,76.174574,Case registered against the accused for a traffic-related violation near Ratti Marg.
3656,100250153202200004,202200004,2022-05-27,2864,153,1,2,14,71,4,69,2022-05-25 15:40:26,2022-05-25 23:33:26,2022-05-26 17:15:26,13.920162,75.599412,Case registered against the accused for a traffic-related violation near Varma Road.
3657,100140094202500004,202500004,2025-06-24,480,94,1,2,2,15,4,94,2025-06-20 09:24:35,2025-06-20 10:56:35,2025-06-21 07:06:35,15.475608,75.645283,Complainant reported being cheated of money through false promises near Gole Chowk.
3658,100100066202400006,202400006,2024-01-22,319,66,1,1,1,2,2,59,2024-01-18 19:12:41,2024-01-18 21:13:41,2024-01-18 22:07:41,14.226086,76.43703,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Varty Nagar.
3659,100030026202200010,202200010,2022-06-06,3080,26,1,1,14,71,2,36,2022-06-03 14:39:47,2022-06-03 20:49:47,2022-06-06 01:05:47,15.884399,74.452531,Case registered against the accused for a traffic-related violation near Tata Street.
3660,100270171202200002,202200002,2022-09-12,2716,171,1,1,4,27,5,133,2022-09-09 17:17:17,2022-09-09 17:23:17,2022-09-09 18:30:17,13.381123,74.725324,Complainant reported that the victim was forcibly taken away by the accused from Sibal Ganj.
3661,100040029202400002,202400002,2024-12-23,2052,29,1,2,2,14,3,59,2024-12-22 14:32:15,2024-12-22 19:48:15,2024-12-23 02:15:15,13.221311,77.593487,Complainant reported an incident related to mischief near Walia Road.
3662,100050039202400006,202400006,2024-01-02,1833,39,1,1,11,61,2,87,2023-12-26 10:34:47,2023-12-26 14:12:47,2023-12-26 16:34:47,13.004092,77.569646,Complainant reported an incident related to neglect of senior citizens near Saraf.
3663,100270169202200004,202200004,2022-03-24,871,169,1,2,5,31,2,135,2022-03-18 12:28:02,2022-03-18 19:09:02,2022-03-18 23:10:02,13.37809,74.782803,Complainant reported an incident related to affray near Bhasin.
3664,100040030202400003,202400003,2024-07-15,647,30,1,2,8,47,5,57,2024-07-11 14:35:48,2024-07-11 15:15:48,2024-07-11 20:25:48,13.214661,77.571307,Police recovered narcotic substances from the accused during a check near Iyer Circle.
3665,100060041202300005,202300005,2023-07-06,1526,41,1,2,11,61,4,125,2023-07-01 11:41:24,2023-07-01 13:02:24,2023-07-01 17:16:24,17.87935,77.533278,Complainant reported an incident related to neglect of senior citizens near Shere Path.
3666,100110072202400003,202400003,2024-07-01,3063,72,1,2,12,65,3,22,2024-06-28 13:19:20,2024-06-28 14:13:20,2024-06-28 15:30:20,12.892108,74.862274,Complainant reported an incident related to offences against public servants near Khosla Street.
3667,100260160202600004,202600004,2026-03-22,2017,160,1,1,1,1,1,130,2026-03-18 20:06:29,2026-03-19 01:36:29,2026-03-19 02:00:29,13.371662,77.066746,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Mital Street.
3668,300310192202500001,202500001,2025-01-05,413,192,2,2,4,27,6,120,2025-01-03 17:44:23,2025-01-03 23:19:23,2025-01-04 00:01:23,15.283254,76.419025,Complainant reported that the victim was forcibly taken away by the accused from Roy Marg.
3669,100280172202200001,202200001,2022-07-07,2208,172,1,2,12,63,2,130,2022-07-02 16:08:07,2022-07-02 20:21:07,2022-07-03 02:26:07,14.786763,74.707338,Complainant reported being threatened by the accused near Bhatt Path.
3670,100230148202500006,202500006,2025-02-07,1376,148,1,2,5,31,1,131,2025-02-04 11:26:54,2025-02-04 13:00:54,2025-02-04 15:18:54,16.230339,77.396026,Complainant reported an incident related to affray near Sachar Ganj.
3671,100210134202200001,202200001,2022-12-24,2912,134,1,2,7,44,6,73,2022-12-18 08:49:18,2022-12-18 10:04:18,2022-12-18 12:25:18,12.476257,76.899562,Complainant reported losing money through a phishing scam.
3672,100100069202500006,202500006,2025-11-21,2666,69,1,2,4,27,2,35,2025-11-19 14:58:43,2025-11-19 21:13:43,2025-11-19 21:26:43,14.256571,76.404194,Complainant reported that the victim was forcibly taken away by the accused from Kunda Street.
3673,100280175202200003,202200003,2022-11-14,2933,175,1,1,3,22,2,72,2022-11-08 18:37:36,2022-11-09 01:23:36,2022-11-09 02:59:36,14.787528,74.664149,Complainant reported being repeatedly followed and harassed by the accused near Keer.
3674,100310191202600010,202600010,2026-02-16,521,191,1,1,11,61,5,1,2026-02-15 14:53:28,2026-02-15 21:54:28,2026-02-16 02:13:28,15.233599,76.384277,Complainant reported an incident related to neglect of senior citizens near Khare Marg.
3675,100280180202500008,202500008,2025-09-20,12,180,1,1,1,8,1,89,2025-09-14 20:05:11,2025-09-15 00:50:11,2025-09-15 02:09:11,14.81089,74.731441,Complainant reported an incident related to assault near Doctor Zila.
3676,100080053202300006,202300006,2023-02-25,1487,53,1,2,4,24,3,116,2023-02-19 15:38:57,2023-02-19 23:27:57,2023-02-20 01:46:57,13.448467,77.71681,Complainant reported an offence involving a minor near Bala Ganj.
3677,100090062202300009,202300009,2023-02-11,3057,62,1,1,2,13,2,3,2023-02-05 18:23:47,2023-02-06 00:52:47,2023-02-06 03:21:47,13.366721,75.797077,Complainant reported unauthorized entry into their property at Mukherjee Ganj.
3678,100210135202300005,202300005,2023-08-05,3174,135,1,2,7,42,5,7,2023-08-04 16:45:09,2023-08-04 20:25:09,2023-08-04 20:33:09,12.560159,76.944004,Complainant reported an incident related to hacking near Sunder Chowk.
3679,100260161202400009,202400009,2024-09-07,1774,161,1,2,8,49,2,52,2024-09-03 11:06:33,2024-09-03 15:52:33,2024-09-03 20:59:33,13.348133,77.149767,Police recovered narcotic substances from the accused during a check near Sarin Circle.
3680,100310193202400003,202400003,2024-12-27,1904,193,1,2,3,23,4,28,2024-12-24 18:44:42,2024-12-24 23:33:42,2024-12-25 00:30:42,15.251416,76.415825,Complainant reported an incident related to acid attack near Bansal Marg.
3681,100210129202400005,202400005,2024-08-18,201,129,1,2,3,17,5,130,2024-08-14 00:42:22,2024-08-14 01:39:22,2024-08-14 05:36:22,12.516517,76.882008,Complainant reported a sexual assault by the accused near Dutta Ganj.
3682,100260161202200003,202200003,2022-09-25,3020,161,1,1,1,5,3,17,2022-09-16 20:27:00,2022-09-16 20:53:00,2022-09-16 21:07:00,13.320576,77.092447,Complainant reported being assaulted and sustaining injuries during an altercation near Deshpande Road.
3683,100010005202500005,202500005,2025-08-07,357,5,1,1,9,52,2,85,2025-08-02 17:33:06,2025-08-03 01:08:06,2025-08-03 09:55:06,16.157072,75.672061,Complainant reported an incident related to terrorism-related offences near Kuruvilla Nagar.
